Gene stable ID	Gene stable ID version	Gene description	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Gene name	Gene % GC content	Gene type
ENSMUSG00000024742	ENSMUSG00000024742.16	flap structure specific endonuclease 1 [Source:MGI Symbol;Acc:MGI:102779]	19	10176496	10181533	Fen1	49.11	protein_coding
ENSMUSG00000065374	ENSMUSG00000065374.3	predicted gene, 22738 [Source:MGI Symbol;Acc:MGI:5452515]	14	58068520	58068666	Gm22738	41.50	snRNA
ENSMUSG00000082934	ENSMUSG00000082934.2	predicted gene 13887 [Source:MGI Symbol;Acc:MGI:3649361]	2	104705547	104705890	Gm13887	44.19	processed_pseudogene
ENSMUSG00000021969	ENSMUSG00000021969.9	zinc finger, DHHC domain containing 20 [Source:MGI Symbol;Acc:MGI:1923215]	14	58070160	58127733	Zdhhc20	41.16	protein_coding
ENSMUSG00000027170	ENSMUSG00000027170.13	eukaryotic translation initiation factor 3, subunit M [Source:MGI Symbol;Acc:MGI:1351744]	2	104830001	104847425	Eif3m	39.55	protein_coding
ENSMUSG00000064841	ENSMUSG00000064841.3	predicted gene, 26205 [Source:MGI Symbol;Acc:MGI:5455982]	5	121343073	121343206	Gm26205	60.45	snoRNA
ENSMUSG00000013622	ENSMUSG00000013622.16	all-trans retinoic acid induced differentiation factor [Source:MGI Symbol;Acc:MGI:1918918]	5	31205656	31211967	Atraid	44.69	protein_coding
ENSMUSG00000036372	ENSMUSG00000036372.15	transmembrane protein 258 [Source:MGI Symbol;Acc:MGI:1916288]	19	10181378	10185188	Tmem258	47.78	protein_coding
ENSMUSG00000032212	ENSMUSG00000032212.11	SAFB-like, transcription modulator [Source:MGI Symbol;Acc:MGI:1913910]	9	70450036	70499516	Sltm	40.12	protein_coding
ENSMUSG00000060284	ENSMUSG00000060284.8	Sp7 transcription factor 7 [Source:MGI Symbol;Acc:MGI:2153568]	15	102265041	102275617	Sp7	51.50	protein_coding
ENSMUSG00000048775	ENSMUSG00000048775.11	serine (or cysteine) peptidase inhibitor, clade B (ovalbumin), member 13 [Source:MGI Symbol;Acc:MGI:3042250]	1	106908714	106928925	Serpinb13	39.34	protein_coding
ENSMUSG00002075874	ENSMUSG00002075874.1	predicted gene, 55244 [Source:MGI Symbol;Acc:MGI:6846960]	15	102282315	102282418	Gm55244	42.31	snRNA
ENSMUSG00000001280	ENSMUSG00000001280.14	trans-acting transcription factor 1 [Source:MGI Symbol;Acc:MGI:98372]	15	102314578	102344839	Sp1	42.07	protein_coding
ENSMUSG00000036098	ENSMUSG00000036098.16	myelin regulatory factor [Source:MGI Symbol;Acc:MGI:2684944]	19	10185636	10218112	Myrf	54.46	protein_coding
ENSMUSG00000134555	ENSMUSG00000134555.1	predicted gene, 61836 [Source:MGI Symbol;Acc:MGI:7806667]	X	97378886	97391776	Gm61836	41.05	lncRNA
ENSMUSG00000105715	ENSMUSG00000105715.3	predicted gene, 31887 [Source:MGI Symbol;Acc:MGI:5591046]	13	19346206	19377728	Gm31887	40.73	lncRNA
ENSMUSG00000134636	ENSMUSG00000134636.1	predicted gene, 61837 [Source:MGI Symbol;Acc:MGI:7806669]	X	155838530	155872441	Gm61837	37.93	lncRNA
ENSMUSG00000084228	ENSMUSG00000084228.2	predicted gene 8080 [Source:MGI Symbol;Acc:MGI:3646133]	1	106947867	106953055	Gm8080	36.37	unprocessed_pseudogene
ENSMUSG00000120533	ENSMUSG00000120533.2	predicted gene, 56681 [Source:MGI Symbol;Acc:MGI:7337276]	X	81858347	81951948	Gm56681	36.35	lncRNA
ENSMUSG00000134700	ENSMUSG00000134700.1	predicted gene, 61838 [Source:MGI Symbol;Acc:MGI:7806671]	X	134502074	134505488	Gm61838	42.99	lncRNA
ENSMUSG00000113204	ENSMUSG00000113204.4	predicted gene, 46430 [Source:MGI Symbol;Acc:MGI:5826067]	13	74724398	74766166	Gm46430	41.52	lncRNA
ENSMUSG00000056815	ENSMUSG00000056815.3	predicted gene 6812 [Source:MGI Symbol;Acc:MGI:3704138]	X	67935978	67936720	Gm6812	46.16	lncRNA
ENSMUSG00000086404	ENSMUSG00000086404.3	predicted gene 6787 [Source:MGI Symbol;Acc:MGI:3646481]	X	7962825	7972945	Gm6787	44.79	lncRNA
ENSMUSG00000044594	ENSMUSG00000044594.15	serine (or cysteine) peptidase inhibitor, clade B (ovalbumin), member 3A [Source:MGI Symbol;Acc:MGI:3573933]	1	106973317	106980033	Serpinb3a	36.12	protein_coding
ENSMUSG00000023047	ENSMUSG00000023047.12	anti-Mullerian hormone type 2 receptor [Source:MGI Symbol;Acc:MGI:105062]	15	102353802	102363068	Amhr2	50.80	protein_coding
ENSMUSG00002075942	ENSMUSG00002075942.1	predicted gene, 56046 [Source:MGI Symbol;Acc:MGI:6848551]	8	121170198	121170288	Gm56046	30.77	miRNA
ENSMUSG00000097983	ENSMUSG00000097983.2	predicted gene, 26971 [Source:MGI Symbol;Acc:MGI:5504086]	8	121247354	121248425	Gm26971	58.86	lncRNA
ENSMUSG00000102737	ENSMUSG00000102737.2	RIKEN cDNA 1700016A09 gene [Source:MGI Symbol;Acc:MGI:1921477]	8	121263631	121264465	1700016A09Rik	67.78	TEC
ENSMUSG00000098280	ENSMUSG00000098280.3	microRNA 7687 [Source:MGI Symbol;Acc:MGI:5530955]	8	121265435	121265493	Mir7687	67.80	miRNA
ENSMUSG00000031821	ENSMUSG00000031821.12	GINS complex subunit 2 [Source:MGI Symbol;Acc:MGI:1921019]	8	121305372	121316043	Gins2	52.33	protein_coding
ENSMUSG00000134810	ENSMUSG00000134810.1	predicted gene, 61839 [Source:MGI Symbol;Acc:MGI:7806673]	X	7997742	8000925	Gm61839	48.34	lncRNA
ENSMUSG00000083487	ENSMUSG00000083487.2	predicted gene 13888 [Source:MGI Symbol;Acc:MGI:3651975]	2	104862211	104862632	Gm13888	47.39	processed_pseudogene
ENSMUSG00000046567	ENSMUSG00000046567.11	RNA 5'-phosphate and 3'-OH ligase 1 [Source:MGI Symbol;Acc:MGI:1921197]	10	100408127	100426285	Rlig1	40.97	protein_coding
ENSMUSG00000102822	ENSMUSG00000102822.2	RIKEN cDNA 1700113B19 gene [Source:MGI Symbol;Acc:MGI:1920890]	1	138189380	138189799	1700113B19Rik	42.86	TEC
ENSMUSG00000039621	ENSMUSG00000039621.14	phosphatidylinositol-3,4,5-trisphosphate-dependent Rac exchange factor 1 [Source:MGI Symbol;Acc:MGI:3040696]	2	166408262	166555752	Prex1	52.92	protein_coding
ENSMUSG00000058017	ENSMUSG00000058017.7	serine (or cysteine) peptidase inhibitor, clade B (ovalbumin), member 3D [Source:MGI Symbol;Acc:MGI:2683295]	1	107005897	107011236	Serpinb3d	35.77	protein_coding
ENSMUSG00000134811	ENSMUSG00000134811.1	predicted gene, 61841 [Source:MGI Symbol;Acc:MGI:7806677]	X	11389779	11391959	Gm61841	50.48	lncRNA
ENSMUSG00000134907	ENSMUSG00000134907.1	predicted gene, 61842 [Source:MGI Symbol;Acc:MGI:7806679]	X	44427966	44429032	Gm61842	45.36	lncRNA
ENSMUSG00000135053	ENSMUSG00000135053.1	predicted gene, 61843 [Source:MGI Symbol;Acc:MGI:7806681]	X	70701774	70702896	Gm61843	44.70	lncRNA
ENSMUSG00000135079	ENSMUSG00000135079.1	predicted gene, 61845 [Source:MGI Symbol;Acc:MGI:7806685]	X	165556015	165557556	Gm61845	39.69	lncRNA
ENSMUSG00000135110	ENSMUSG00000135110.1	predicted gene, 61846 [Source:MGI Symbol;Acc:MGI:7806687]	X	11872021	11873147	Gm61846	63.09	lncRNA
ENSMUSG00000135156	ENSMUSG00000135156.1	predicted gene, 61847 [Source:MGI Symbol;Acc:MGI:7806689]	X	67539033	67591706	Gm61847	38.10	lncRNA
ENSMUSG00000135191	ENSMUSG00000135191.1	predicted gene, 61848 [Source:MGI Symbol;Acc:MGI:7806691]	X	77990493	77991741	Gm61848	40.35	lncRNA
ENSMUSG00000025732	ENSMUSG00000025732.7	MAPK regulated corepressor interacting protein 2 [Source:MGI Symbol;Acc:MGI:1915491]	17	26082672	26087738	Mcrip2	56.96	protein_coding
ENSMUSG00000135203	ENSMUSG00000135203.1	predicted gene, 39549 [Source:MGI Symbol;Acc:MGI:5622434]	X	165942773	165984472	Gm39549	40.47	lncRNA
ENSMUSG00000088717	ENSMUSG00000088717.4	predicted gene, 22725 [Source:MGI Symbol;Acc:MGI:5452502]	14	70659620	70659729	Gm22725	50.00	snoRNA
ENSMUSG00000077577	ENSMUSG00000077577.4	predicted gene, 24890 [Source:MGI Symbol;Acc:MGI:5454667]	14	70665945	70666046	Gm24890	43.14	snRNA
ENSMUSG00000000776	ENSMUSG00000000776.14	polymerase (RNA) III (DNA directed) polypeptide D [Source:MGI Symbol;Acc:MGI:1914315]	14	70676197	70680887	Polr3d	51.78	protein_coding
ENSMUSG00000110601	ENSMUSG00000110601.2	predicted gene 45834 [Source:MGI Symbol;Acc:MGI:5804949]	8	121323849	121324302	Gm45834	49.56	processed_pseudogene
ENSMUSG00000097702	ENSMUSG00000097702.2	predicted gene, 26739 [Source:MGI Symbol;Acc:MGI:5477233]	8	121325291	121326016	Gm26739	55.65	lncRNA
ENSMUSG00000135233	ENSMUSG00000135233.1	predicted gene, 61849 [Source:MGI Symbol;Acc:MGI:7806693]	X	138933599	138935171	Gm61849	38.46	lncRNA
ENSMUSG00000043687	ENSMUSG00000043687.17	RIKEN cDNA 1190005I06 gene [Source:MGI Symbol;Acc:MGI:1916168]	8	121335341	121374371	1190005I06Rik	52.12	protein_coding
ENSMUSG00000031270	ENSMUSG00000031270.3	RIKEN cDNA 4930513O06 gene [Source:MGI Symbol;Acc:MGI:1922375]	X	137960724	137994204	4930513O06Rik	38.30	lncRNA
ENSMUSG00000026394	ENSMUSG00000026394.6	ATPase, H+ transporting, lysosomal V1 subunit G3 [Source:MGI Symbol;Acc:MGI:2450548]	1	138201476	138217200	Atp6v1g3	39.20	protein_coding
ENSMUSG00000031194	ENSMUSG00000031194.3	RIKEN cDNA 4931400O07 gene [Source:MGI Symbol;Acc:MGI:1918186]	X	61511593	61512419	4931400O07Rik	37.97	lncRNA
ENSMUSG00000135368	ENSMUSG00000135368.1	predicted gene, 61850 [Source:MGI Symbol;Acc:MGI:7806695]	X	37087968	37154133	Gm61850	44.58	lncRNA
ENSMUSG00000089168	ENSMUSG00000089168.3	predicted gene, 24128 [Source:MGI Symbol;Acc:MGI:5453905]	15	102364998	102365096	Gm24128	34.34	snRNA
ENSMUSG00000121800	ENSMUSG00000121800.2	predicted gene, 61851 [Source:MGI Symbol;Acc:MGI:7806697]	X	37102045	37107719	Gm61851	45.32	lncRNA
ENSMUSG00000023048	ENSMUSG00000023048.14	proline rich 13 [Source:MGI Symbol;Acc:MGI:1913401]	15	102367463	102371241	Prr13	49.51	protein_coding
ENSMUSG00000135434	ENSMUSG00000135434.1	predicted gene, 61852 [Source:MGI Symbol;Acc:MGI:7806699]	X	59448268	59497551	Gm61852	40.94	lncRNA
ENSMUSG00000121801	ENSMUSG00000121801.2	BTG anti-proliferation factor 1C [Source:NCBI gene (formerly Entrezgene);Acc:194735]	X	37126708	37132026	Btg1c	48.20	lncRNA
ENSMUSG00000083884	ENSMUSG00000083884.2	predicted gene 15388 [Source:MGI Symbol;Acc:MGI:3705340]	1	107065574	107066299	Gm15388	44.90	processed_pseudogene
ENSMUSG00000097919	ENSMUSG00000097919.2	predicted gene, 27021 [Source:MGI Symbol;Acc:MGI:5504136]	8	121335525	121394818	Gm27021	51.69	protein_coding
ENSMUSG00000025903	ENSMUSG00000025903.15	lysophospholipase 1 [Source:MGI Symbol;Acc:MGI:1344588]	1	4878011	4918633	Lypla1	41.08	protein_coding
ENSMUSG00000097500	ENSMUSG00000097500.2	predicted gene, 26537 [Source:MGI Symbol;Acc:MGI:5477031]	8	121370689	121380426	Gm26537	51.92	lncRNA
ENSMUSG00000031819	ENSMUSG00000031819.14	ER membrane protein complex subunit 8 [Source:MGI Symbol;Acc:MGI:1343095]	8	121380653	121395312	Emc8	51.43	protein_coding
ENSMUSG00000135444	ENSMUSG00000135444.1	predicted gene, 54069 [Source:MGI Symbol;Acc:MGI:6723169]	X	47304910	47323262	Gm54069	40.67	lncRNA
ENSMUSG00000087396	ENSMUSG00000087396.10	RIKEN cDNA 4933407K13 gene [Source:MGI Symbol;Acc:MGI:1921646]	X	74750538	74808347	4933407K13Rik	48.52	lncRNA
ENSMUSG00000113257	ENSMUSG00000113257.3	predicted gene, 30409 [Source:MGI Symbol;Acc:MGI:5589568]	13	63264806	63282330	Gm30409	42.23	lncRNA
ENSMUSG00000070780	ENSMUSG00000070780.12	RNA binding motif protein 47 [Source:MGI Symbol;Acc:MGI:2384294]	5	66173892	66330461	Rbm47	44.85	protein_coding
ENSMUSG00000113358	ENSMUSG00000113358.3	RIKEN cDNA 1700112M02 gene [Source:MGI Symbol;Acc:MGI:1920833]	13	71635690	71760834	1700112M02Rik	41.83	lncRNA
ENSMUSG00000025731	ENSMUSG00000025731.17	methyltransferase like 26 [Source:MGI Symbol;Acc:MGI:1915597]	17	26094048	26096143	Mettl26	56.01	protein_coding
ENSMUSG00000065528	ENSMUSG00000065528.3	microRNA 320 [Source:MGI Symbol;Acc:MGI:3619332]	14	70680950	70681031	Mir320	63.41	miRNA
ENSMUSG00000003469	ENSMUSG00000003469.10	phytanoyl-CoA hydroxylase interacting protein [Source:MGI Symbol;Acc:MGI:1860417]	14	70694916	70706272	Phyhip	53.02	protein_coding
ENSMUSG00000039115	ENSMUSG00000039115.14	integrin alpha 9 [Source:MGI Symbol;Acc:MGI:104756]	9	118435758	118730071	Itga9	47.48	protein_coding
ENSMUSG00000056851	ENSMUSG00000056851.16	poly(rC) binding protein 2 [Source:MGI Symbol;Acc:MGI:108202]	15	102378974	102408496	Pcbp2	40.22	protein_coding
ENSMUSG00000112000	ENSMUSG00000112000.2	predicted gene, 47956 [Source:MGI Symbol;Acc:MGI:6097228]	10	100413288	100419573	Gm47956	41.58	lncRNA
ENSMUSG00000056912	ENSMUSG00000056912.13	RIKEN cDNA 1700017N19 gene [Source:MGI Symbol;Acc:MGI:1913855]	10	100426346	100454263	1700017N19Rik	39.05	protein_coding
ENSMUSG00000022098	ENSMUSG00000022098.11	bone morphogenetic protein 1 [Source:MGI Symbol;Acc:MGI:88176]	14	70711998	70757674	Bmp1	50.38	protein_coding
ENSMUSG00000063931	ENSMUSG00000063931.15	peptidase D [Source:MGI Symbol;Acc:MGI:97542]	7	34611804	34744133	Pepd	50.31	protein_coding
ENSMUSG00000113559	ENSMUSG00000113559.4	predicted gene, 40987 [Source:MGI Symbol;Acc:MGI:5623872]	13	66117516	66256522	Gm40987	41.75	lncRNA
ENSMUSG00000114192	ENSMUSG00000114192.3	predicted gene, 33115 [Source:MGI Symbol;Acc:MGI:5592274]	13	43995906	43999691	Gm33115	44.19	lncRNA
ENSMUSG00000031818	ENSMUSG00000031818.13	cytochrome c oxidase subunit 4I1 [Source:MGI Symbol;Acc:MGI:88473]	8	121394961	121400946	Cox4i1	52.49	protein_coding
ENSMUSG00000071192	ENSMUSG00000071192.7	WAP, FS, Ig, KU, and NTR-containing protein 1 [Source:MGI Symbol;Acc:MGI:2670967]	17	26096602	26099832	Wfikkn1	57.35	protein_coding
ENSMUSG00000114247	ENSMUSG00000114247.4	predicted gene, 32063 [Source:MGI Symbol;Acc:MGI:5591222]	13	41389504	41394963	Gm32063	46.87	lncRNA
ENSMUSG00000025728	ENSMUSG00000025728.17	phosphatidylinositol glycan anchor biosynthesis, class Q [Source:MGI Symbol;Acc:MGI:1333114]	17	26145395	26163910	Pigq	52.11	protein_coding
ENSMUSG00000077469	ENSMUSG00000077469.3	predicted gene, 25922 [Source:MGI Symbol;Acc:MGI:5455699]	7	34643281	34643410	Gm25922	48.46	snoRNA
ENSMUSG00000089631	ENSMUSG00000089631.3	predicted gene 16326 [Source:MGI Symbol;Acc:MGI:3840124]	7	121730315	121730728	Gm16326	47.10	processed_pseudogene
ENSMUSG00000022097	ENSMUSG00000022097.5	surfactant associated protein C [Source:MGI Symbol;Acc:MGI:109517]	14	70758389	70761521	Sftpc	50.72	protein_coding
ENSMUSG00000120481	ENSMUSG00000120481.2	predicted gene, 56568 [Source:MGI Symbol;Acc:MGI:7337050]	13	24020884	24022382	Gm56568	37.69	lncRNA
ENSMUSG00000056216	ENSMUSG00000056216.10	CCAAT/enhancer binding protein gamma [Source:MGI Symbol;Acc:MGI:104982]	7	34745847	34755998	Cebpg	43.65	protein_coding
ENSMUSG00000104484	ENSMUSG00000104484.2	predicted gene, 33142 [Source:MGI Symbol;Acc:MGI:5592301]	8	121412138	121413004	Gm33142	53.06	TEC
ENSMUSG00002074906	ENSMUSG00002074906.1	predicted gene, 56047 [Source:MGI Symbol;Acc:MGI:6848553]	8	121444239	121444493	Gm56047	50.98	misc_RNA
ENSMUSG00000121455	ENSMUSG00000121455.2	novel transcript	13	66415018	66549932		39.99	lncRNA
ENSMUSG00000097895	ENSMUSG00000097895.2	predicted gene, 18709 [Source:MGI Symbol;Acc:MGI:5010894]	8	121454002	121454682	Gm18709	49.19	processed_pseudogene
ENSMUSG00000041515	ENSMUSG00000041515.11	interferon regulatory factor 8 [Source:MGI Symbol;Acc:MGI:96395]	8	121463097	121483433	Irf8	52.67	protein_coding
ENSMUSG00000035735	ENSMUSG00000035735.11	diacylglycerol lipase, alpha [Source:MGI Symbol;Acc:MGI:2677061]	19	10222629	10282241	Dagla	54.15	protein_coding
ENSMUSG00000108486	ENSMUSG00000108486.2	predicted gene 44836 [Source:MGI Symbol;Acc:MGI:5753412]	7	34750823	34751962	Gm44836	39.82	lncRNA
ENSMUSG00000105201	ENSMUSG00000105201.2	predicted gene 43362 [Source:MGI Symbol;Acc:MGI:5663499]	3	157739577	157742046	Gm43362	39.27	TEC
ENSMUSG00000063052	ENSMUSG00000063052.10	leucine rich repeat containing 40 [Source:MGI Symbol;Acc:MGI:1914394]	3	157742299	157774124	Lrrc40	38.45	protein_coding
ENSMUSG00000108753	ENSMUSG00000108753.2	predicted gene 45094 [Source:MGI Symbol;Acc:MGI:5753670]	7	34752400	34753016	Gm45094	43.44	TEC
ENSMUSG00000033595	ENSMUSG00000033595.8	leucine-rich repeat LGI family, member 3 [Source:MGI Symbol;Acc:MGI:2182619]	14	70768125	70775764	Lgi3	53.59	protein_coding
ENSMUSG00000108333	ENSMUSG00000108333.2	predicted gene 45095 [Source:MGI Symbol;Acc:MGI:5753671]	7	34755452	34755804	Gm45095	76.49	lncRNA
ENSMUSG00000121485	ENSMUSG00000121485.2	G protein-coupled receptor 137B, pseudogene [Source:NCBI gene (formerly Entrezgene);Acc:664862]	13	12628945	12684621	Gpr137b-ps	47.50	lncRNA
ENSMUSG00002076307	ENSMUSG00002076307.1	predicted gene, 56361 [Source:MGI Symbol;Acc:MGI:6849180]	7	34781335	34781404	Gm56361	60.00	miRNA
ENSMUSG00000030868	ENSMUSG00000030868.7	dynactin 5 [Source:MGI Symbol;Acc:MGI:1891689]	7	121732264	121748267	Dctn5	43.19	protein_coding
ENSMUSG00000042744	ENSMUSG00000042744.17	HECT domain E3 ubiquitin protein ligase 4 [Source:MGI Symbol;Acc:MGI:3647820]	5	121358282	121506640	Hectd4	47.00	protein_coding
ENSMUSG00000042444	ENSMUSG00000042444.11	MINDY lysine 48 deubiquitinase 2 [Source:MGI Symbol;Acc:MGI:2443086]	9	70506296	70564456	Mindy2	39.96	protein_coding
ENSMUSG00000020888	ENSMUSG00000020888.17	dishevelled segment polarity protein 2 [Source:MGI Symbol;Acc:MGI:106613]	11	69891421	69903127	Dvl2	53.57	protein_coding
ENSMUSG00000033589	ENSMUSG00000033589.5	receptor accessory protein 4 [Source:MGI Symbol;Acc:MGI:1919799]	14	70782691	70786373	Reep4	57.29	protein_coding
ENSMUSG00000135601	ENSMUSG00000135601.1	predicted gene, 61854 [Source:MGI Symbol;Acc:MGI:7806701]	X	74774499	74779997	Gm61854	54.08	lncRNA
ENSMUSG00000135636	ENSMUSG00000135636.1	predicted gene, 61855 [Source:MGI Symbol;Acc:MGI:7806703]	X	74803666	74804974	Gm61855	53.09	lncRNA
ENSMUSG00000135673	ENSMUSG00000135673.1	predicted gene, 61856 [Source:MGI Symbol;Acc:MGI:7806705]	X	157175363	157186990	Gm61856	38.46	lncRNA
ENSMUSG00000135692	ENSMUSG00000135692.1	predicted gene, 61857 [Source:MGI Symbol;Acc:MGI:7806707]	X	82008259	82012764	Gm61857	38.86	lncRNA
ENSMUSG00000135714	ENSMUSG00000135714.1	predicted gene, 61858 [Source:MGI Symbol;Acc:MGI:7806709]	X	43456907	43458769	Gm61858	46.16	lncRNA
ENSMUSG00000118330	ENSMUSG00000118330.3	predicted gene, 30042 [Source:MGI Symbol;Acc:MGI:5589201]	19	10268290	10273174	Gm30042	52.98	lncRNA
ENSMUSG00000085695	ENSMUSG00000085695.3	predicted gene 15243 [Source:MGI Symbol;Acc:MGI:3705116]	X	159310497	159316098	Gm15243	40.45	lncRNA
ENSMUSG00000030867	ENSMUSG00000030867.8	polo like kinase 1 [Source:MGI Symbol;Acc:MGI:97621]	7	121758662	121769096	Plk1	51.30	protein_coding
ENSMUSG00000135774	ENSMUSG00000135774.1	predicted gene, 61859 [Source:MGI Symbol;Acc:MGI:7806711]	X	111165684	111224072	Gm61859	39.92	lncRNA
ENSMUSG00000135870	ENSMUSG00000135870.1	predicted gene, 61860 [Source:MGI Symbol;Acc:MGI:7806713]	X	37581057	37581387	Gm61860	42.30	lncRNA
ENSMUSG00000119964	ENSMUSG00000119964.2	predicted gene, 35107 [Source:MGI Symbol;Acc:MGI:5594266]	X	47955671	48099211	Gm35107	40.70	lncRNA
ENSMUSG00000112328	ENSMUSG00000112328.2	predicted gene, 47325 [Source:MGI Symbol;Acc:MGI:6096210]	10	100487492	100487804	Gm47325	46.33	processed_pseudogene
ENSMUSG00000112403	ENSMUSG00000112403.2	predicted gene, 47227 [Source:MGI Symbol;Acc:MGI:6096041]	10	103918086	103918202	Gm47227	32.48	processed_pseudogene
ENSMUSG00000112382	ENSMUSG00000112382.2	predicted gene, 47228 [Source:MGI Symbol;Acc:MGI:6096042]	10	103932184	103932622	Gm47228	44.87	processed_pseudogene
ENSMUSG00000091779	ENSMUSG00000091779.10	Aly/REF export factor family member 11 [Source:MGI Symbol;Acc:MGI:5434648]	10	103978848	103981317	Alyreffm11	42.51	protein_coding
ENSMUSG00000022096	ENSMUSG00000022096.15	lysine demethylase and nuclear receptor corepressor [Source:MGI Symbol;Acc:MGI:96223]	14	70789652	70810988	Hr	54.17	protein_coding
ENSMUSG00000097427	ENSMUSG00000097427.6	Aly/REF export factor family member 14 [Source:MGI Symbol;Acc:MGI:3643573]	10	103987358	103989826	Alyreffm14	42.53	protein_coding
ENSMUSG00000097878	ENSMUSG00000097878.6	Aly/REF export factor family member 13 [Source:MGI Symbol;Acc:MGI:3643666]	10	103995867	103998334	Alyreffm13	42.54	protein_coding
ENSMUSG00000097550	ENSMUSG00000097550.8	Aly/REF export factor family member 16 [Source:MGI Symbol;Acc:MGI:5434659]	10	104004376	104006844	Alyreffm16	42.53	protein_coding
ENSMUSG00000135963	ENSMUSG00000135963.1	predicted gene, 61861 [Source:MGI Symbol;Acc:MGI:7806715]	X	11379247	11385203	Gm61861	47.39	lncRNA
ENSMUSG00000136028	ENSMUSG00000136028.1	predicted gene, 61862 [Source:MGI Symbol;Acc:MGI:7806717]	X	82911908	82912415	Gm61862	45.08	lncRNA
ENSMUSG00000097902	ENSMUSG00000097902.4	predicted gene, 26531 [Source:MGI Symbol;Acc:MGI:5477025]	12	86003897	86025795	Gm26531	45.53	lncRNA
ENSMUSG00000136091	ENSMUSG00000136091.1	predicted gene, 61864 [Source:MGI Symbol;Acc:MGI:7806719]	X	39812235	39877455	Gm61864	36.11	lncRNA
ENSMUSG00000108688	ENSMUSG00000108688.2	predicted gene 44985 [Source:MGI Symbol;Acc:MGI:5753561]	7	121766252	121767267	Gm44985	51.57	TEC
ENSMUSG00000136179	ENSMUSG00000136179.1	predicted gene, 61866 [Source:MGI Symbol;Acc:MGI:7806723]	X	41636996	41667571	Gm61866	41.15	lncRNA
ENSMUSG00000094144	ENSMUSG00000094144.10	Aly/REF export factor family member 17 [Source:MGI Symbol;Acc:MGI:5434667]	10	104012885	104015352	Alyreffm17	42.54	protein_coding
ENSMUSG00000136192	ENSMUSG00000136192.1	predicted gene, 61867 [Source:MGI Symbol;Acc:MGI:7806725]	X	129579494	129609069	Gm61867	38.43	lncRNA
ENSMUSG00000030447	ENSMUSG00000030447.16	cytoplasmic FMR1 interacting protein 1 [Source:MGI Symbol;Acc:MGI:1338801]	7	55491493	55582350	Cyfip1	43.29	protein_coding
ENSMUSG00000087024	ENSMUSG00000087024.3	RIKEN cDNA B230119M05 gene [Source:MGI Symbol;Acc:MGI:1925233]	X	133585311	133587241	B230119M05Rik	41.43	lncRNA
ENSMUSG00000121073	ENSMUSG00000121073.1	predicted gene, 56553 [Source:MGI Symbol;Acc:MGI:7337020]	12	86019691	86020446	Gm56553	40.87	lncRNA
ENSMUSG00000139806	ENSMUSG00000139806.1	predicted gene, 51989 [Source:MGI Symbol;Acc:MGI:6365940]	12	86042579	86043977	Gm51989	44.53	lncRNA
ENSMUSG00000095022	ENSMUSG00000095022.10	Aly/REF export factor family member 15 [Source:MGI Symbol;Acc:MGI:5434121]	10	104021394	104023861	Alyreffm15	42.54	protein_coding
ENSMUSG00000073602	ENSMUSG00000073602.11	serine (or cysteine) peptidase inhibitor, clade B (ovalbumin), member 3B [Source:MGI Symbol;Acc:MGI:2683293]	1	107081670	107206091	Serpinb3b	39.01	protein_coding
ENSMUSG00000021253	ENSMUSG00000021253.8	transforming growth factor, beta 3 [Source:MGI Symbol;Acc:MGI:98727]	12	86103519	86125815	Tgfb3	48.98	protein_coding
ENSMUSG00000136296	ENSMUSG00000136296.1	predicted gene, 61869 [Source:MGI Symbol;Acc:MGI:7806729]	X	32192799	32241469	Gm61869	39.88	lncRNA
ENSMUSG00000136359	ENSMUSG00000136359.1	predicted gene, 61870 [Source:MGI Symbol;Acc:MGI:7806731]	X	72965628	72966599	Gm61870	49.59	lncRNA
ENSMUSG00000136420	ENSMUSG00000136420.1	predicted gene, 61873 [Source:MGI Symbol;Acc:MGI:7806737]	X	22834808	22841357	Gm61873	36.81	lncRNA
ENSMUSG00000136450	ENSMUSG00000136450.1	predicted gene, 30704 [Source:MGI Symbol;Acc:MGI:5589863]	X	98371208	98380065	Gm30704	48.30	lncRNA
ENSMUSG00000090854	ENSMUSG00000090854.11	Aly/REF export factor family member 10 [Source:MGI Symbol;Acc:MGI:3782524]	10	104029903	104032383	Alyreffm10	42.60	protein_coding
ENSMUSG00000136515	ENSMUSG00000136515.1	predicted gene, 61874 [Source:MGI Symbol;Acc:MGI:7806739]	X	37653557	37658671	Gm61874	43.85	lncRNA
ENSMUSG00000136556	ENSMUSG00000136556.1	predicted gene, 46675 [Source:MGI Symbol;Acc:MGI:5826312]	X	4388641	4423521	Gm46675	38.78	lncRNA
ENSMUSG00000136583	ENSMUSG00000136583.1	predicted gene, 61876 [Source:MGI Symbol;Acc:MGI:7806743]	X	41435117	41497917	Gm61876	40.37	lncRNA
ENSMUSG00000088343	ENSMUSG00000088343.3	predicted gene, 22339 [Source:MGI Symbol;Acc:MGI:5452116]	10	104060699	104060760	Gm22339	32.26	snRNA
ENSMUSG00000097087	ENSMUSG00000097087.2	predicted gene, 26878 [Source:MGI Symbol;Acc:MGI:5477372]	8	121606945	121609220	Gm26878	52.59	lncRNA
